# Unit 0, Chajnantor, Filter  0,  Slot 0, 350 um (563) & yellow
#				days
#				since		day of	day of
# yr	mo	dy	 time	1/1/1995	year	month	Tau	unc	Tatm	unc	mse	fitgood	Etime	R	Thot	Twarm	Tchop	Tamb	<Tint>	Filter	Toff
# 1	2	3	4	5		6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
2005	4	21	15.488	3763.6453	110.6453	20.6453	 0.77	 0.10	200.16	 8.69	13.95	 1.00	10.40	 1.18	335.88	297.18	287.28	 0.00	300.19	0	54.00
2005	4	21	15.703	3763.6543	110.6543	20.6543	 1.13	 0.08	196.61	 3.22	 4.59	 1.00	10.38	 1.39	335.87	298.11	294.62	289.05	304.81	0	57.81
2005	4	21	16.350	3763.6812	110.6813	20.6813	 1.56	 0.12	202.02	 2.74	12.83	 0.99	10.50	 1.46	335.85	300.56	299.02	289.07	307.38	0	57.81
2005	4	21	16.947	3763.7061	110.7061	20.7061	 1.10	 0.10	201.95	 4.45	 3.43	 1.00	10.45	 1.29	336.10	302.36	294.74	287.71	303.13	0	57.54
2005	4	21	17.165	3763.7153	110.7152	20.7152	 1.26	 0.11	196.35	 3.80	16.61	 0.99	10.50	 1.24	336.02	302.90	296.72	 0.00	 0.00	0	54.00
2005	4	21	17.384	3763.7244	110.7243	20.7243	 1.61	 0.16	199.16	 3.29	 3.31	 1.00	10.67	 1.40	335.99	303.34	298.18	 0.00	 0.00	0	54.00
2005	4	21	18.081	3763.7534	110.7534	20.7534	 1.41	 0.09	207.24	 2.57	17.53	 0.97	10.55	 1.50	336.11	303.91	303.91	 0.00	308.05	0	54.00
2005	4	21	18.301	3763.7625	110.7625	20.7625	 1.49	 0.16	194.07	 3.73	11.38	 1.00	10.42	 1.34	336.08	304.21	303.36	 0.00	 0.00	0	54.00
2005	4	21	19.170	3763.7988	110.7987	20.7987	 1.39	 0.18	205.64	 5.23	23.81	 1.00	10.32	 1.42	336.16	304.86	300.72	282.32	 0.00	0	56.46
2005	4	21	19.386	3763.8076	110.8077	20.8077	 1.75	 0.23	210.26	 4.12	 1.67	 1.00	10.67	 1.61	336.13	304.84	305.54	281.14	308.48	0	56.23
2005	4	21	19.815	3763.8257	110.8256	20.8256	 1.85	 0.26	204.63	 4.00	18.60	 1.00	10.38	 1.54	335.99	304.51	308.88	279.95	307.32	0	55.99
2005	4	21	21.503	3763.8960	110.8960	20.8960	 2.09	 0.45	194.89	 4.92	10.49	 1.00	10.33	 1.46	335.97	297.85	299.70	273.32	298.32	0	54.66
2005	4	21	21.715	3763.9048	110.9048	20.9048	 2.42	 0.33	211.48	 2.61	10.17	 1.00	10.35	 1.84	335.92	297.07	303.31	271.98	297.95	0	54.40
2005	4	21	21.927	3763.9136	110.9136	20.9136	 2.61	 0.54	202.77	 3.38	13.61	 1.00	10.35	 1.65	335.89	296.25	299.77	271.36	297.37	0	54.27
2005	4	21	22.774	3763.9490	110.9489	20.9489	 2.49	 0.16	208.17	 1.16	 1.51	 1.00	10.33	 1.73	335.85	293.15	299.90	267.76	294.54	0	53.55
2005	4	21	22.986	3763.9578	110.9577	20.9577	 2.35	 0.35	202.54	 2.96	 7.67	 1.00	10.33	 1.64	335.81	292.46	296.01	267.31	293.85	0	53.46
2005	4	21	23.409	3763.9753	110.9754	20.9754	 2.16	 0.23	202.14	 2.40	19.51	 0.98	10.35	 1.52	335.75	291.14	296.42	266.76	292.54	0	53.35
2005	4	21	23.621	3763.9841	110.9842	20.9842	 2.53	 0.27	207.63	 1.85	 4.57	 1.00	10.33	 1.72	335.76	290.56	297.81	266.64	291.99	0	53.33
2005	4	21	23.833	3763.9929	110.9930	20.9930	 2.47	 0.71	207.40	 5.27	49.36	 1.00	10.33	 1.63	335.78	290.02	293.48	266.24	291.40	0	53.25
2005	4	22	0.256	3764.0107	111.0107	21.0107	 2.48	 0.39	202.97	 2.81	 9.14	 1.00	10.32	 1.74	335.74	289.05	293.25	265.97	290.47	0	53.19
2005	4	22	0.516	3764.0215	111.0215	21.0215	 2.02	 0.21	206.78	 2.69	 8.43	 1.00	10.37	 1.68	335.73	288.49	292.02	265.64	289.78	0	53.13
2005	4	22	0.728	3764.0303	111.0303	21.0303	 2.18	 0.54	202.00	 5.50	 6.13	 1.00	10.33	 1.52	335.72	288.05	291.98	265.21	289.45	0	53.04
2005	4	22	1.152	3764.0481	111.0480	21.0480	 2.14	 0.44	206.71	 4.76	32.32	 1.00	10.33	 1.63	335.68	287.29	291.49	264.31	288.59	0	52.86
2005	4	22	1.575	3764.0657	111.0656	21.0656	 2.11	 0.25	202.27	 2.73	21.64	 0.98	10.33	 1.56	335.66	286.56	290.18	263.64	287.81	0	52.73
2005	4	22	1.787	3764.0745	111.0745	21.0745	 2.09	 0.14	207.99	 1.65	 6.48	 0.99	10.35	 1.72	335.67	286.23	290.98	263.22	287.43	0	52.64
2005	4	22	1.999	3764.0833	111.0833	21.0833	 1.85	 0.07	205.17	 1.05	 3.66	 0.97	10.32	 1.59	335.66	285.99	289.31	262.91	287.06	0	52.58
2005	4	22	2.211	3764.0920	111.0921	21.0921	 2.12	 0.11	204.54	 1.18	 6.13	 0.96	10.33	 1.61	335.63	285.67	289.48	263.02	286.75	0	52.60
2005	4	22	2.422	3764.1008	111.1009	21.1009	 2.11	 0.15	203.82	 1.69	 4.00	 1.00	10.33	 1.62	335.62	285.42	288.25	263.20	286.49	0	52.64
2005	4	22	2.634	3764.1099	111.1097	21.1097	 2.09	 0.11	206.57	 1.28	 6.07	 0.97	10.33	 1.63	335.64	285.21	290.57	263.44	286.28	0	52.69
2005	4	22	2.846	3764.1187	111.1186	21.1186	 2.04	 0.06	204.24	 0.78	 4.72	 0.87	10.35	 1.61	335.62	285.00	287.80	263.52	286.11	0	52.70
2005	4	22	3.057	3764.1274	111.1274	21.1274	 2.10	 0.09	207.19	 1.00	 3.99	 0.97	10.32	 1.72	335.61	284.84	288.11	263.45	285.95	0	52.69
2005	4	22	3.269	3764.1362	111.1362	21.1362	 2.13	 0.10	204.78	 1.04	 5.85	 0.94	10.35	 1.63	335.60	284.70	287.85	263.15	285.74	0	52.63
2005	4	22	3.481	3764.1450	111.1451	21.1450	 2.12	 0.09	209.31	 1.01	 1.30	 1.00	10.32	 1.74	335.56	284.54	288.79	262.87	285.55	0	52.57
2005	4	22	3.693	3764.1538	111.1539	21.1539	 2.13	 0.14	203.38	 1.51	 3.96	 1.00	10.33	 1.60	335.56	284.36	287.07	262.65	285.43	0	52.53
2005	4	22	3.905	3764.1626	111.1627	21.1627	 2.41	 0.12	203.82	 0.95	 6.95	 0.89	10.35	 1.67	335.52	284.25	286.61	262.71	285.31	0	52.54
2005	4	22	4.161	3764.1733	111.1734	21.1734	 1.98	 0.12	204.64	 1.58	 3.53	 1.00	10.37	 1.53	335.54	284.08	286.16	263.03	285.05	0	52.61
2005	4	22	4.374	3764.1821	111.1822	21.1822	 2.26	 0.13	202.97	 1.18	 6.37	 0.96	10.33	 1.56	335.58	283.94	286.18	263.09	284.99	0	52.62
2005	4	22	4.585	3764.1912	111.1911	21.1911	 2.41	 0.14	206.25	 1.07	 1.97	 1.00	10.32	 1.65	335.56	283.85	287.74	263.00	284.87	0	52.60
2005	4	22	4.797	3764.2000	111.1999	21.1999	 2.36	 0.13	202.68	 1.09	 2.46	 0.99	10.33	 1.58	335.53	283.77	284.99	263.18	284.74	0	52.64
2005	4	22	5.009	3764.2087	111.2087	21.2087	 2.56	 0.19	204.46	 1.27	 3.89	 0.99	10.33	 1.59	335.55	283.71	286.22	263.07	284.69	0	52.61
2005	4	22	5.221	3764.2175	111.2175	21.2175	 2.38	 0.13	206.11	 1.08	 1.22	 1.00	10.37	 1.59	335.55	283.63	286.39	263.01	284.60	0	52.60
2005	4	22	5.433	3764.2263	111.2264	21.2264	 2.56	 0.17	204.06	 1.13	 3.65	 0.99	10.33	 1.62	335.58	283.57	285.78	262.95	284.54	0	52.59
2005	4	22	5.644	3764.2351	111.2352	21.2352	 2.47	 0.12	206.47	 0.87	 5.63	 0.90	10.33	 1.64	335.54	283.48	287.08	262.73	284.42	0	52.55
2005	4	22	5.856	3764.2439	111.2440	21.2440	 2.56	 0.14	208.16	 0.97	 0.61	 1.00	10.33	 1.63	335.55	283.40	287.28	262.69	284.33	0	52.54
2005	4	22	6.068	3764.2529	111.2528	21.2528	 2.77	 0.24	204.62	 1.28	 4.22	 0.99	10.35	 1.62	335.51	283.34	284.91	262.88	284.27	0	52.58
2005	4	22	6.279	3764.2617	111.2616	21.2616	 2.68	 0.18	208.20	 1.08	 0.91	 1.00	10.32	 1.68	335.48	283.29	286.46	262.85	284.85	0	52.57
2005	4	22	6.491	3764.2705	111.2705	21.2705	 2.67	 0.21	204.55	 1.23	 1.75	 1.00	10.33	 1.52	335.49	283.25	285.06	262.88	284.16	0	52.58
2005	4	22	6.703	3764.2793	111.2793	21.2793	 2.84	 0.22	205.68	 1.09	 0.87	 1.00	10.33	 1.58	335.49	283.24	284.83	263.09	284.16	0	52.62
2005	4	22	6.914	3764.2881	111.2881	21.2881	 2.79	 0.18	205.24	 0.93	 1.64	 1.00	10.33	 1.59	335.48	283.24	284.86	263.11	284.12	0	52.62
2005	4	22	7.127	3764.2969	111.2969	21.2969	 2.90	 0.22	203.39	 0.99	 0.62	 1.00	10.33	 1.49	335.48	283.25	284.23	263.10	284.15	0	52.62
2005	4	22	7.338	3764.3057	111.3058	21.3058	 2.80	 0.16	208.04	 0.86	 0.51	 1.00	10.32	 1.64	335.49	283.25	286.49	262.93	284.78	0	52.59
2005	4	22	7.550	3764.3147	111.3146	21.3146	 2.88	 0.18	207.04	 0.85	 1.58	 0.99	10.35	 1.64	335.50	283.25	285.92	262.97	284.20	0	52.59
2005	4	22	7.809	3764.3254	111.3254	21.3254	 2.57	 0.15	208.18	 1.02	 1.05	 1.00	10.37	 1.56	335.48	283.20	286.99	263.07	284.07	0	52.61
2005	4	22	8.021	3764.3342	111.3342	21.3342	 3.07	 0.30	207.62	 1.17	 0.98	 1.00	10.33	 1.63	335.49	283.18	286.40	262.94	284.15	0	52.59
2005	4	22	8.233	3764.3430	111.3430	21.3430	 2.98	 0.23	204.62	 0.98	 1.43	 1.00	10.32	 1.57	335.49	283.20	284.78	262.80	284.11	0	52.56
2005	4	22	8.444	3764.3518	111.3518	21.3518	 3.05	 0.25	207.05	 0.98	 1.11	 1.00	10.35	 1.59	335.49	283.21	286.24	262.61	284.11	0	52.52
2005	4	22	8.656	3764.3606	111.3607	21.3607	 3.26	 0.27	206.57	 0.84	 3.10	 0.97	10.33	 1.60	335.48	283.22	285.10	262.65	284.10	0	52.53
2005	4	22	8.868	3764.3694	111.3695	21.3695	 2.96	 0.23	208.39	 1.01	 2.41	 0.99	10.33	 1.60	335.43	283.23	285.47	262.83	284.10	0	52.57
2005	4	22	9.079	3764.3784	111.3783	21.3783	 3.02	 0.21	202.19	 0.83	 0.90	 1.00	10.33	 1.50	335.45	283.25	283.38	262.99	284.08	0	52.60
2005	4	22	9.291	3764.3872	111.3871	21.3871	 2.75	 0.14	205.53	 0.76	 1.39	 0.99	10.35	 1.57	335.47	283.25	284.80	262.99	284.08	0	52.60
2005	4	22	9.503	3764.3960	111.3960	21.3960	 2.93	 0.21	208.80	 0.95	 2.59	 0.99	10.33	 1.69	335.45	283.25	286.36	262.87	284.09	0	52.57
2005	4	22	9.715	3764.4048	111.4048	21.4048	 2.77	 0.16	206.71	 0.83	 0.38	 1.00	10.32	 1.59	335.45	283.25	284.73	262.84	284.07	0	52.57
2005	4	22	9.927	3764.4136	111.4136	21.4136	 3.10	 0.24	203.70	 0.88	 2.80	 0.98	10.33	 1.52	335.50	283.26	284.66	263.16	284.07	0	52.63
2005	4	22	10.138	3764.4224	111.4224	21.4224	 2.97	 0.22	206.54	 0.94	 1.90	 0.99	10.33	 1.58	335.46	283.26	285.55	263.36	284.08	0	52.67
2005	4	22	10.350	3764.4312	111.4313	21.4312	 3.06	 0.25	205.73	 0.96	 1.83	 1.00	10.33	 1.61	335.45	283.26	284.99	263.33	284.67	0	52.67
2005	4	22	10.562	3764.4402	111.4401	21.4401	 2.80	 0.15	207.26	 0.76	 1.64	 0.99	10.35	 1.59	335.49	283.25	286.03	263.37	284.09	0	52.67
2005	4	22	10.774	3764.4490	111.4489	21.4489	 3.03	 0.36	205.61	 1.43	 4.62	 0.99	10.33	 1.58	335.47	283.27	284.82	263.42	284.07	0	52.68
2005	4	22	10.986	3764.4578	111.4577	21.4577	 3.05	 0.24	208.07	 0.96	 2.76	 0.99	10.33	 1.67	335.46	283.29	285.51	263.46	284.07	0	52.69
2005	4	22	11.197	3764.4666	111.4666	21.4666	 2.85	 0.25	207.82	 1.22	 0.82	 1.00	10.33	 1.65	335.45	283.39	285.94	266.25	284.09	0	53.25
2005	4	22	11.456	3764.4773	111.4773	21.4773	 2.81	 0.23	204.66	 1.18	 1.82	 1.00	10.37	 1.54	335.44	283.65	285.07	271.18	284.36	0	54.24
2005	4	22	11.668	3764.4861	111.4862	21.4862	 2.73	 0.21	204.19	 1.15	 1.45	 1.00	10.33	 1.61	335.42	283.99	284.30	274.45	284.94	0	54.89
2005	4	22	11.880	3764.4951	111.4950	21.4950	 2.94	 0.25	202.23	 1.08	 2.20	 1.00	10.33	 1.62	335.40	284.48	284.05	280.87	285.46	0	56.17
2005	4	22	12.091	3764.5039	111.5038	21.5038	 2.80	 0.16	203.52	 0.83	 3.63	 0.96	10.32	 1.67	335.38	285.00	284.40	283.91	286.22	0	56.78
2005	4	22	12.303	3764.5127	111.5126	21.5126	 2.74	 0.26	201.44	 1.37	 3.38	 1.00	10.33	 1.64	335.41	285.70	284.60	284.29	287.08	0	56.86
2005	4	22	12.515	3764.5215	111.5215	21.5215	 3.00	 0.34	201.08	 1.36	 2.69	 1.00	10.35	 1.58	335.50	286.41	284.74	284.69	287.99	0	56.94
2005	4	22	12.727	3764.5303	111.5303	21.5303	 2.71	 0.21	202.61	 1.17	 0.70	 1.00	10.35	 1.66	335.47	287.14	286.57	284.53	288.94	0	56.91
2005	4	22	12.939	3764.5391	111.5391	21.5391	 2.45	 0.14	199.86	 1.04	 1.10	 1.00	10.33	 1.58	335.52	287.93	285.28	284.26	289.92	0	56.85
2005	4	22	13.150	3764.5479	111.5479	21.5479	 2.56	 0.25	202.57	 1.65	 1.67	 1.00	10.35	 1.60	335.52	288.78	287.22	285.12	291.69	0	57.02
2005	4	22	13.362	3764.5566	111.5568	21.5568	 2.41	 0.21	200.59	 1.60	 1.40	 1.00	10.35	 1.60	335.53	289.65	287.20	285.90	291.82	0	57.18
2005	4	22	13.574	3764.5657	111.5656	21.5656	 2.39	 0.25	202.61	 2.01	16.79	 0.97	10.32	 1.60	335.55	290.52	289.29	285.40	292.87	0	57.08
2005	4	22	13.786	3764.5745	111.5744	21.5744	 2.45	 0.35	195.00	 2.47	 7.06	 1.00	10.35	 1.57	335.59	291.41	286.18	284.90	294.74	0	56.98
2005	4	22	13.998	3764.5833	111.5832	21.5832	 2.52	 0.33	199.70	 2.27	 8.65	 1.00	10.35	 1.60	335.65	292.30	287.73	285.29	294.81	0	57.06
2005	4	22	14.209	3764.5920	111.5921	21.5921	 2.69	 0.45	202.61	 2.55	 2.31	 1.00	10.35	 1.64	335.67	293.18	292.25	285.89	295.75	0	57.18
2005	4	22	14.422	3764.6008	111.6009	21.6009	 2.14	 0.25	208.50	 2.75	 2.00	 1.00	10.33	 1.74	335.71	294.06	294.80	286.20	297.74	0	57.24
2005	4	22	14.633	3764.6096	111.6097	21.6097	 2.07	 0.33	190.60	 3.57	18.87	 1.00	10.35	 1.41	335.76	294.92	287.32	286.61	297.45	0	57.32
2005	4	22	14.845	3764.6187	111.6186	21.6186	 2.68	 0.51	200.71	 2.89	11.09	 1.00	10.32	 1.64	335.79	295.75	293.06	286.43	298.39	0	57.29
2005	4	22	15.069	3764.6279	111.6279	21.6279	 2.51	 0.50	201.08	 3.43	25.74	 0.99	10.37	 1.59	335.84	296.62	295.03	286.19	299.24	0	57.24
2005	4	22	15.493	3764.6455	111.6455	21.6455	 2.72	 0.71	206.10	 4.01	13.07	 1.00	10.35	 1.92	335.85	298.04	294.74	285.01	300.72	0	57.00
2005	4	22	15.706	3764.6543	111.6544	21.6544	 2.50	 0.36	217.61	 2.74	24.60	 0.98	10.35	 2.02	335.79	298.80	301.90	285.70	301.49	0	57.14
2005	4	22	15.919	3764.6633	111.6633	21.6633	 2.13	 0.42	215.76	 4.78	14.62	 1.00	10.35	 1.89	335.90	299.46	300.81	285.42	302.25	0	57.08
2005	4	22	16.131	3764.6721	111.6721	21.6721	 2.16	 0.67	181.96	 6.26	49.11	 1.00	10.32	 1.29	335.88	300.10	287.84	285.46	300.43	0	57.09
2005	4	22	16.988	3764.7078	111.7078	21.7078	30.96	1990581145048.89	214.47	 5.80	19.73	 1.00	10.30	 1.86	335.93	302.05	307.76	284.31	305.28	0	56.86
2005	4	22	17.416	3764.7256	111.7256	21.7256	91.96	 1.00	184.08	 0.00	109.61	 0.00	10.40	 1.36	335.97	302.85	296.17	283.87	305.52	0	56.77
