# K270_frequency_spectrum_preliminary.txt
#
# Keck Array 270 GHz band frequency spectrum
#   Column 1 = frequency in GHz
#   Column 2 = response to a source with Rayleigh-Jean spectrum
#
# This file was generated 20170706 using data taken from Jan 2017
2.005438e+02,-4.746862e-03
2.011608e+02,-4.319747e-03
2.017779e+02,-3.918222e-03
2.023949e+02,-3.600716e-03
2.030120e+02,-3.423078e-03
2.036290e+02,-3.215342e-03
2.042461e+02,-2.551119e-03
2.048632e+02,-2.185141e-03
2.054802e+02,-3.319847e-03
2.060973e+02,-5.816514e-03
2.067143e+02,-7.780267e-03
2.073314e+02,-7.418996e-03
2.079485e+02,-5.779100e-03
2.085655e+02,-5.057019e-03
2.091826e+02,-5.266812e-03
2.097996e+02,-5.126273e-03
2.104167e+02,-4.181409e-03
2.110337e+02,-3.872963e-03
2.116508e+02,-5.993528e-03
2.122679e+02,-9.311835e-03
2.128849e+02,-1.132678e-02
2.135020e+02,-1.211852e-02
2.141190e+02,-1.197766e-02
2.147361e+02,-1.029387e-02
2.153531e+02,-8.054832e-03
2.159702e+02,-5.911369e-03
2.165873e+02,-3.373497e-03
2.172043e+02,-1.558593e-03
2.178214e+02,-2.334086e-03
2.184384e+02,-5.547603e-03
2.190555e+02,-9.410518e-03
2.196725e+02,-1.215512e-02
2.202896e+02,-1.272421e-02
2.209067e+02,-1.130952e-02
2.215237e+02,-8.408532e-03
2.221408e+02,-3.554663e-03
2.227578e+02,3.094195e-03
2.233749e+02,9.195966e-03
2.239920e+02,1.167262e-02
2.246090e+02,9.419777e-03
2.252261e+02,4.353531e-03
2.258431e+02,2.584680e-05
2.264602e+02,-9.013125e-04
2.270772e+02,1.231188e-03
2.276943e+02,5.382911e-03
2.283114e+02,1.272694e-02
2.289284e+02,2.278764e-02
2.295455e+02,3.082366e-02
2.301625e+02,3.342956e-02
2.307796e+02,3.186731e-02
2.313966e+02,2.897218e-02
2.320137e+02,2.744183e-02
2.326308e+02,2.978313e-02
2.332478e+02,3.884759e-02
2.338649e+02,5.808121e-02
2.344819e+02,8.818667e-02
2.350990e+02,1.229939e-01
2.357160e+02,1.517621e-01
2.363331e+02,1.677358e-01
2.369502e+02,1.713307e-01
2.375672e+02,1.668091e-01
2.381843e+02,1.628254e-01
2.388013e+02,1.705994e-01
2.394184e+02,1.952270e-01
2.400355e+02,2.357538e-01
2.406525e+02,2.900041e-01
2.412696e+02,3.488627e-01
2.418866e+02,3.948102e-01
2.425037e+02,4.121299e-01
2.431207e+02,3.936816e-01
2.437378e+02,3.488675e-01
2.443549e+02,3.076731e-01
2.449719e+02,2.963899e-01
2.455890e+02,3.148587e-01
2.462060e+02,3.555007e-01
2.468231e+02,4.232180e-01
2.474401e+02,5.145101e-01
2.480572e+02,5.978808e-01
2.486743e+02,6.378466e-01
2.492913e+02,6.294900e-01
2.499084e+02,6.014405e-01
2.505254e+02,5.877720e-01
2.511425e+02,5.929685e-01
2.517595e+02,5.967124e-01
2.523766e+02,6.002304e-01
2.529937e+02,6.304835e-01
2.536107e+02,6.856114e-01
2.542278e+02,7.259991e-01
2.548448e+02,7.334006e-01
2.554619e+02,7.299990e-01
2.560790e+02,7.339355e-01
2.566960e+02,7.344602e-01
2.573131e+02,7.109591e-01
2.579301e+02,6.642802e-01
2.585472e+02,6.270821e-01
2.591642e+02,6.279162e-01
2.597813e+02,6.532542e-01
2.603984e+02,6.742225e-01
2.610154e+02,6.937740e-01
2.616325e+02,7.296686e-01
2.622495e+02,7.722654e-01
2.628666e+02,7.963752e-01
2.634836e+02,7.934227e-01
2.641007e+02,7.733288e-01
2.647178e+02,7.546964e-01
2.653348e+02,7.496825e-01
2.659519e+02,7.518863e-01
2.665689e+02,7.555690e-01
2.671860e+02,7.710768e-01
2.678030e+02,8.004232e-01
2.684201e+02,8.264076e-01
2.690372e+02,8.388597e-01
2.696542e+02,8.390213e-01
2.702713e+02,8.243341e-01
2.708883e+02,8.032173e-01
2.715054e+02,8.006060e-01
2.721225e+02,8.241611e-01
2.727395e+02,8.576912e-01
