# K95_frequency_spectrum_20150309.txt
#
# Keck Array 95 GHz band frequency spectrum from 2015-03-09 posting (GPT)
#   Column 1 = frequency in GHz
#   Column 2 = response to a source with uniform spectral radiance
#   Column 3 = response to a source with Rayleigh-Jeans spectrum
#
35.00,0.00000,0.00000
35.60,0.00143,0.00021
36.20,0.00088,0.00013
36.80,0.00107,0.00017
37.40,0.00255,0.00042
38.00,0.00239,0.00040
38.60,0.00056,0.00010
39.20,-0.00040,-0.00007
39.80,0.00033,0.00006
40.40,0.00111,0.00021
41.00,0.00115,0.00023
41.60,0.00076,0.00015
42.20,0.00020,0.00004
42.80,-0.00022,-0.00005
43.40,-0.00019,-0.00004
44.00,-0.00006,-0.00001
44.60,0.00010,0.00002
45.20,0.00040,0.00009
45.80,0.00046,0.00011
46.40,0.00138,0.00035
47.00,0.00253,0.00065
47.60,0.00289,0.00076
48.20,0.00282,0.00076
48.80,0.00276,0.00077
49.40,0.00315,0.00090
50.00,0.00368,0.00107
50.60,0.00375,0.00112
51.20,0.00328,0.00100
51.80,0.00251,0.00079
52.40,0.00153,0.00049
53.00,0.00062,0.00020
53.60,0.00000,0.00000
54.20,-0.00071,-0.00024
54.80,-0.00160,-0.00056
55.40,-0.00164,-0.00059
56.00,-0.00214,-0.00078
56.60,-0.00337,-0.00126
57.20,-0.00366,-0.00140
57.80,-0.00330,-0.00129
58.40,-0.00336,-0.00134
59.00,-0.00355,-0.00144
59.60,-0.00325,-0.00134
60.20,-0.00299,-0.00126
60.80,-0.00343,-0.00148
61.40,-0.00402,-0.00177
62.00,-0.00400,-0.00179
62.60,-0.00386,-0.00176
63.20,-0.00338,-0.00157
63.80,-0.00277,-0.00131
64.40,-0.00285,-0.00138
65.00,-0.00246,-0.00121
65.60,-0.00142,-0.00071
66.20,-0.00079,-0.00040
66.80,-0.00060,-0.00031
67.40,-0.00039,-0.00021
68.00,0.00005,0.00003
68.60,0.00082,0.00045
69.20,0.00172,0.00096
69.80,0.00202,0.00115
70.40,0.00180,0.00104
71.00,0.00320,0.00188
71.60,0.00602,0.00359
72.20,0.00606,0.00368
72.80,0.00602,0.00372
73.40,0.00995,0.00624
74.00,0.01527,0.00974
74.60,0.01855,0.01203
75.20,0.02027,0.01335
75.80,0.02524,0.01689
76.40,0.03632,0.02469
77.00,0.04758,0.03286
77.60,0.05073,0.03558
78.20,0.05200,0.03704
78.80,0.07110,0.05142
79.40,0.10849,0.07966
80.00,0.12935,0.09642
80.60,0.13177,0.09971
81.20,0.17371,0.13340
81.80,0.25065,0.19535
82.40,0.29760,0.23536
83.00,0.31407,0.25201
83.60,0.37106,0.30207
84.20,0.48084,0.39707
84.80,0.57421,0.48095
85.40,0.61323,0.52093
86.00,0.64582,0.55636
86.60,0.71966,0.62865
87.20,0.80963,0.71707
87.80,0.86302,0.77491
88.40,0.87534,0.79675
89.00,0.89852,0.82898
89.60,0.93579,0.87506
90.20,0.95333,0.90344
90.80,0.95842,0.92039
91.40,0.97195,0.94575
92.00,0.99078,0.97677
92.60,1.00000,0.99876
93.20,0.98839,1.00000
93.80,0.95357,0.97724
94.40,0.91067,0.94525
95.00,0.89012,0.93570
95.60,0.90214,0.96036
96.20,0.91092,0.98191
96.80,0.89105,0.97251
97.40,0.87427,0.96606
98.00,0.87325,0.97686
98.60,0.86133,0.97535
99.20,0.83943,0.96217
99.80,0.81944,0.95064
100.40,0.79971,0.93895
101.00,0.77869,0.92523
101.60,0.75643,0.90949
102.20,0.72759,0.88517
102.80,0.68642,0.84492
103.40,0.63495,0.79072
104.00,0.57654,0.72634
104.60,0.50804,0.64744
105.20,0.42951,0.55366
105.80,0.35456,0.46228
106.40,0.29482,0.38876
107.00,0.24164,0.32224
107.60,0.18946,0.25549
108.20,0.14449,0.19703
108.80,0.11122,0.15334
109.40,0.08609,0.12002
110.00,0.06434,0.09068
110.60,0.04589,0.06538
111.20,0.03323,0.04787
111.80,0.02631,0.03831
112.40,0.02160,0.03179
113.00,0.01625,0.02417
113.60,0.01152,0.01732
114.20,0.00945,0.01436
114.80,0.00795,0.01220
115.40,0.00531,0.00824
116.00,0.00319,0.00500
116.60,0.00236,0.00374
117.20,0.00197,0.00315
117.80,0.00144,0.00233
118.40,0.00097,0.00158
119.00,0.00076,0.00126
119.60,0.00066,0.00110
120.20,0.00051,0.00085
120.80,0.00041,0.00070
121.40,0.00040,0.00068
122.00,0.00031,0.00054
122.60,0.00025,0.00044
123.20,0.00030,0.00054
123.80,0.00032,0.00057
124.40,0.00035,0.00064
125.00,0.00052,0.00094
125.60,0.00073,0.00134
126.20,0.00089,0.00164
126.80,0.00103,0.00192
127.40,0.00118,0.00223
128.00,0.00131,0.00250
128.60,0.00140,0.00270
129.20,0.00149,0.00289
129.80,0.00151,0.00296
130.40,0.00146,0.00290
131.00,0.00145,0.00289
131.60,0.00144,0.00290
132.20,0.00139,0.00284
132.80,0.00128,0.00263
133.40,0.00115,0.00238
134.00,0.00105,0.00219
134.60,0.00095,0.00201
135.20,0.00085,0.00181
135.80,0.00076,0.00163
136.40,0.00068,0.00148
137.00,0.00061,0.00133
137.60,0.00054,0.00119
138.20,0.00048,0.00107
138.80,0.00041,0.00093
139.40,0.00035,0.00080
140.00,0.00032,0.00074
140.60,0.00031,0.00072
141.20,0.00031,0.00072
141.80,0.00031,0.00073
142.40,0.00030,0.00072
143.00,0.00031,0.00074
143.60,0.00033,0.00079
144.20,0.00035,0.00084
144.80,0.00036,0.00089
145.40,0.00039,0.00095
146.00,0.00042,0.00105
146.60,0.00045,0.00111
147.20,0.00045,0.00113
147.80,0.00045,0.00114
148.40,0.00045,0.00116
149.00,0.00046,0.00120
149.60,0.00046,0.00120
150.20,0.00046,0.00121
150.80,0.00047,0.00123
151.40,0.00048,0.00127
152.00,0.00048,0.00130
152.60,0.00047,0.00128
153.20,0.00045,0.00122
153.80,0.00043,0.00119
154.40,0.00043,0.00119
155.00,0.00042,0.00117
155.60,0.00040,0.00112
156.20,0.00039,0.00110
156.80,0.00039,0.00111
157.40,0.00038,0.00109
158.00,0.00038,0.00109
158.60,0.00037,0.00110
159.20,0.00036,0.00106
159.80,0.00034,0.00100
160.40,0.00031,0.00094
161.00,0.00030,0.00091
161.60,0.00028,0.00085
162.20,0.00025,0.00077
162.80,0.00022,0.00068
163.40,0.00020,0.00062
164.00,0.00018,0.00057
164.60,0.00000,0.00000
