1998	5	2	7.552	1217.3147	121.3147	1.3147	 2.53	 0.11	271.84	 1.01	 1.35	 1.00	10.28	 1.61	326.84	298.46	308.90	276.27	310.99
1998	5	2	7.763	1217.3235	121.3234	1.3234	 2.36	 0.12	269.74	 1.32	 3.70	 0.99	10.28	 1.52	321.42	297.98	308.95	276.23	310.10
1998	5	2	7.972	1217.3322	121.3322	1.3322	 2.80	 1.27	266.85	 8.46	94.22	 1.00	10.22	 1.71	317.01	297.42	310.30	276.29	309.24
1998	5	2	8.181	1217.3409	121.3409	1.3409	 2.36	 0.30	272.24	 3.39	 4.56	 1.00	10.23	 1.71	313.27	296.79	306.58	276.34	308.38
1998	5	2	8.391	1217.3496	121.3496	1.3496	 2.96	 0.52	285.61	 3.15	10.82	 1.00	10.30	 3.50	310.05	296.13	303.48	276.12	307.53
1998	5	2	8.602	1217.3584	121.3584	1.3584	 0.38	 0.60	183.88	164.64	737.82	 1.00	10.30	 0.40	307.34	295.44	291.68	275.93	306.69
1998	5	2	8.812	1217.3672	121.3671	1.3672	 3.02	 0.27	276.92	 1.46	 2.52	 1.00	10.27	 2.33	305.00	294.75	302.96	275.92	305.85
1998	5	2	9.023	1217.3760	121.3760	1.3760	 2.93	 0.63	291.70	 3.97	25.06	 1.00	10.32	 1.77	302.85	294.04	325.53	275.73	305.14
1998	5	2	9.234	1217.3848	121.3848	1.3848	35.82	 0.96	316.26	 0.00	16.24	 0.00	10.27	-2.89	301.16	293.34	294.53	275.27	304.33
1998	5	2	9.444	1217.3936	121.3935	1.3935	 2.40	 0.74	279.67	 8.10	107.28	 1.00	10.28	 2.55	299.57	292.66	301.42	275.13	303.60
1998	5	2	9.655	1217.4022	121.4023	1.4023	 2.93	 0.37	289.15	 2.30	 3.19	 1.00	10.30	 3.84	298.16	291.99	301.71	275.04	302.84
1998	5	2	9.865	1217.4110	121.4110	1.4110	1000.00	1000.00	 0.00	 0.00	 0.00	 0.00	10.22	-0.41	296.92	291.37	300.95	275.34	302.15
1998	5	2	10.075	1217.4198	121.4198	1.4198	136.10	 1.00	324.98	 0.00	59.06	 0.00	10.32	-2.04	295.81	290.79	290.20	275.50	301.45
1998	5	2	10.286	1217.4286	121.4286	1.4286	 3.40	 0.25	285.59	 0.93	 1.89	 0.99	10.32	 4.40	294.82	290.23	296.39	275.45	300.77
1998	5	2	10.496	1217.4373	121.4373	1.4373	 3.36	 0.32	283.08	 1.22	 1.88	 1.00	10.25	 4.04	293.92	289.71	295.17	275.85	300.14
1998	5	2	10.707	1217.4462	121.4461	1.4461	 3.79	 0.59	288.24	 1.49	 1.30	 1.00	10.28	 5.89	293.11	289.22	295.50	275.86	299.53
1998	5	2	10.917	1217.4548	121.4549	1.4549	 2.08	 0.21	278.15	 3.39	11.96	 1.00	10.32	 1.57	292.39	288.74	300.98	275.67	298.95
1998	5	2	11.127	1217.4636	121.4636	1.4636	 2.98	 0.22	226.66	 1.03	 0.78	 1.00	10.25	 2.90	291.69	288.27	242.84	275.57	298.38
1998	5	2	11.336	1217.4723	121.4724	1.4723	 3.41	 0.17	285.94	 0.62	 1.92	 0.97	10.23	 3.33	291.06	287.81	299.00	275.48	297.89
1998	5	2	11.546	1217.4811	121.4811	1.4811	 3.30	 0.43	284.07	 1.78	 4.31	 1.00	10.28	 4.36	290.47	287.35	292.66	275.39	297.36
1998	5	2	11.757	1217.4899	121.4899	1.4899	135.53	 0.94	321.73	 0.00	46.97	 0.00	10.25	-2.38	289.92	286.94	302.53	275.26	296.86
1998	5	2	11.967	1217.4987	121.4986	1.4986	 2.36	 0.16	267.10	 1.76	 4.88	 1.00	10.27	 1.33	289.41	286.55	297.59	275.02	296.37
