# Unit 4, CSO, Filter  0,  Slot 0, 350 um (712) & yellow
#				days
#				since		day of	day of
# yr	mo	dy	 time	1/1/1995	year	month	Tau	unc	Tatm	unc	mse	fitgood	Etime	R	Thot	Twarm	Tchop	Tamb	<Tint>	Filter	Toff
# 1	2	3	4	5		6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
2011	8	2	7.231	6057.3013	213.3013	1.3013	21.35	174278042.36	208.15	 7.30	56.60	 1.00	10.20	 1.14	330.72	301.34	317.18	277.63	312.40	0	55.53
2011	8	2	7.439	6057.3101	213.3100	1.3100	 2.25	 0.13	214.69	 1.34	 1.44	 1.00	10.12	 1.19	330.73	301.03	315.46	277.51	311.94	0	55.50
2011	8	2	7.646	6057.3184	213.3186	1.3186	 2.40	 0.25	217.33	 2.16	10.51	 0.99	10.08	 1.30	330.73	300.63	314.87	277.44	310.45	0	55.49
2011	8	2	7.854	6057.3271	213.3272	1.3272	 2.46	 0.16	214.34	 1.25	 2.89	 1.00	10.10	 1.28	330.71	300.27	312.89	277.47	311.05	0	55.49
2011	8	2	8.061	6057.3359	213.3359	1.3359	 2.44	 0.14	214.06	 1.13	 2.74	 0.99	10.12	 1.24	330.71	299.94	313.58	277.36	310.66	0	55.47
2011	8	2	8.269	6057.3447	213.3445	1.3445	 1.53	 0.59	215.09	14.55	214.51	 1.00	10.10	 1.18	330.71	299.63	312.49	277.13	310.27	0	55.43
2011	8	2	8.684	6057.3618	213.3618	1.3618	 2.24	 0.11	217.93	 1.07	 4.68	 0.97	10.10	 1.36	330.69	299.07	311.44	276.91	309.55	0	55.38
2011	8	2	8.892	6057.3706	213.3705	1.3705	 2.34	 0.26	212.96	 2.35	 5.25	 1.00	10.12	 1.24	330.69	298.81	311.57	276.87	309.21	0	55.37
2011	8	2	9.330	6057.3887	213.3888	1.3888	 2.35	 0.12	216.81	 1.11	 2.02	 1.00	10.10	 1.36	330.67	298.33	310.94	277.04	308.57	0	55.41
2011	8	2	9.538	6057.3975	213.3974	1.3974	 2.36	 0.11	217.13	 0.97	 2.56	 0.99	10.12	 1.34	330.69	298.13	310.43	276.82	308.28	0	55.36
2011	8	2	9.745	6057.4062	213.4061	1.4061	 2.24	 0.08	215.06	 0.83	 2.81	 0.97	10.10	 1.29	330.69	297.92	309.81	276.60	308.00	0	55.32
